titolo,durata,genere,rating,regista,cast,classificazione,film_id
Life of Pi,127.0,"Avventura, Dramma, Fantasy",7.9,Ang Lee,"Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu",,1393
Stop Making Sense,88.0,"Documentario, Musica",8.7,Jonathan Demme,"David Byrne, Bernie Worrell, Alex Weir, Steven Scales",,1394
Transformers: Dark of the Moon,154.0,"Azione, Avventura, Fantascienza",6.2,Michael Bay,"Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson, Josh Duhamel",,1395
Rio,96.0,"Animazione, Avventura, Commedia",6.9,Carlos Saldanha,"Jesse Eisenberg, Anne Hathaway, George Lopez, Karen Disher",,1396
Ang-ma-reul bo-at-da,144.0,"Azione, Crime, Thriller",7.8,Jee-woon Kim,"Lee Byung-hun, Choi Min-sik, Jeon Gook-hwan, Chun Ho-jin",,1397
The Outlaw Josey Wales,135.0,"Dramma, Western",7.8,Clint Eastwood,"Clint Eastwood, Sondra Locke, Chief Dan George, Bill McKinney",,1398
The Girl on the Train,112.0,"Crime, Dramma, Mistero",6.5,Tate Taylor,"Emily Blunt, Haley Bennett, Rebecca Ferguson, Justin Theroux",,1399
Fifty Shades Darker,118.0,"Dramma, Mistero, Romantico",4.6,James Foley,"Dakota Johnson, Jamie Dornan, Eric Johnson, Eloise Mumford",,1400
Q,103.0,"Dramma, Romantico",5.4,Laurent Bouhnik,"Déborah Révy, Hélène Zimmer, Gowan Didi, Johnny Amaro",,1401
Megan Leavey,116.0,"Azione, Biografia, Dramma",7.1,Gabriela Cowperthwaite,"Kate Mara, Ramón Rodríguez, Tom Felton, Bradley Whitford",VM14,1402
Commando,90.0,"Azione, Avventura, Thriller",6.7,Mark L. Lester,"Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells",,1403
Das Boot,149.0,"Dramma, Guerra",8.4,Wolfgang Petersen,"Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch",VM18,1404
Jeune et jolie,95.0,"Dramma, Romantico",6.7,François Ozon,"Marine Vacth, Géraldine Pailhas, Frédéric Pierrot, Fantin Ravat",,1405
Natural Born Killers,119.0,"Azione, Crime, Romantico",7.2,Oliver Stone,"Woody Harrelson, Juliette Lewis, Tom Sizemore, Rodney Dangerfield",,1406
Big Fish,125.0,"Avventura, Dramma, Fantasy",8.0,Tim Burton,"Ewan McGregor, Albert Finney, Billy Crudup, Jessica Lange",,1407
Zombieland,88.0,"Azione, Commedia, Horror",7.5,Ruben Fleischer,"Jesse Eisenberg, Emma Stone, Woody Harrelson, Abigail Breslin",,1408
Enchanted,107.0,"Animazione, Avventura, Commedia",7.1,Kevin Lima,"Amy Adams, Susan Sarandon, James Marsden, Patrick Dempsey",,1409
Field of Dreams,107.0,"Dramma, Per famiglie, Fantasy",7.5,Phil Alden Robinson,"Kevin Costner, James Earl Jones, Ray Liotta, Amy Madigan",,1410
Die Hard 2,124.0,"Azione, Thriller",7.1,Renny Harlin,"Bruce Willis, William Atherton, Bonnie Bedelia, Reginald VelJohnson",,1411
Game Night,100.0,"Azione, Avventura, Commedia",6.9,John Francis Daley,"Jonathan Goldstein, Jason Bateman, Rachel McAdams, Kyle Chandler, Sharon Horgan",,1412
Joy Ride,95.0,Commedia,6.4,Adele Lim,"Ashley Park, Sherry Cola, Stephanie Hsu, Sabrina Wu",VM18,1413
Monster,109.0,"Biografia, Crime, Dramma",7.3,Patty Jenkins,"Charlize Theron, Christina Ricci, Bruce Dern, Lee Tergesen",,1414
Melancholia,135.0,"Dramma, Fantascienza",7.1,Lars von Trier,"Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland, Alexander Skarsgård",,1415
Bird Box,124.0,"Horror, Mistero, Fantascienza",6.6,Susanne Bier,"Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson",,1416
Air Force One,124.0,"Azione, Crime, Dramma",6.5,Wolfgang Petersen,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson",,1417
Breakfast at Tiffany's,115.0,"Commedia, Dramma, Romantico",7.6,Blake Edwards,"Audrey Hepburn, George Peppard, Patricia Neal, Buddy Ebsen",,1418
Men in Black II,88.0,"Azione, Avventura, Commedia",6.2,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle",,1419
Fantastic Four,100.0,"Azione, Avventura, Fantascienza",4.3,Josh Trank,"Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell",,1420
Memoirs of a Geisha,145.0,"Dramma, Romantico",7.3,Rob Marshall,"Ziyi Zhang, Ken Watanabe, Michelle Yeoh, Suzuka Ohgo",,1421
Sleepers,147.0,"Crime, Dramma, Thriller",7.5,Barry Levinson,"Robert De Niro, Kevin Bacon, Brad Pitt, Jason Patric",,1422
The Patriot,165.0,"Azione, Dramma, Storico",7.2,Roland Emmerich,"Mel Gibson, Heath Ledger, Joely Richardson, Jason Isaacs",,1423
Sideways,127.0,"Commedia, Dramma, Romantico",7.5,Alexander Payne,"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh",VM18,1424
Tomorrowland,130.0,"Azione, Avventura, Per famiglie",6.4,Brad Bird,"George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy",T,1425
Toy Story 3,103.0,"Animazione, Avventura, Commedia",8.3,Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty",,1426
Persuasion,108.0,"Dramma, Romantico",5.8,Carrie Cracknell,"Richard E. Grant, Henry Golding, Ben Bailey Smith, Yolanda Kettle",,1427
San Andreas,114.0,"Azione, Avventura, Thriller",6.1,Brad Peyton,"Dwayne Johnson, Carla Gugino, Alexandra Daddario, Colton Haynes",,1428
Con Air,115.0,"Azione, Crime, Thriller",6.9,Simon West,"Nicolas Cage, John Cusack, John Malkovich, Colm Meaney",VM18,1429
Fast & Furious,107.0,"Azione, Crime, Thriller",6.5,Justin Lin,"Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster",,1430
Click,107.0,"Commedia, Dramma, Fantasy",6.4,Frank Coraci,"Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff",,1431
The Blair Witch Project,81.0,"Horror, Mistero",6.5,Daniel Myrick,"Eduardo Sánchez, Heather Donahue, Michael C. Williams, Joshua Leonard, Bob Griffin",,1432
Birdman or (The Unexpected Virtue of Ignorance),119.0,"Commedia, Dramma",7.7,Alejandro G. Iñárritu,"Michael Keaton, Zach Galifianakis, Edward Norton, Andrea Riseborough",,1433
Música,91.0,"Commedia, Musica, Romantico",6.5,Rudy Mancuso,"Rudy Mancuso, Camila Mendes, Francesca Reale, Maria Mancuso",VM14,1434
The Birds,119.0,"Dramma, Horror, Mistero",7.6,Alfred Hitchcock,"Rod Taylor, Tippi Hedren, Jessica Tandy, Suzanne Pleshette",,1435
RoboCop,117.0,"Azione, Crime, Fantascienza",6.1,José Padilha,"Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish",,1436
Species,108.0,"Azione, Horror, Fantascienza",5.9,Roger Donaldson,"Natasha Henstridge, Michael Madsen, Ben Kingsley, Alfred Molina",,1437
You Were Never Really Here,89.0,"Crime, Dramma, Thriller",6.7,Lynne Ramsay,"Joaquin Phoenix, Judith Roberts, Ekaterina Samsonov, John Doman",,1438
When Harry Met Sally...,95.0,"Commedia, Dramma, Romantico",7.7,Rob Reiner,"Billy Crystal, Meg Ryan, Carrie Fisher, Bruno Kirby",,1439
Battleship,131.0,"Azione, Avventura, Fantascienza",5.8,Peter Berg,"Alexander Skarsgård, Brooklyn Decker, Liam Neeson, Rihanna",,1440
10 Cloverfield Lane,103.0,"Dramma, Horror, Mistero",7.2,Dan Trachtenberg,"John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin",,1441
The Life and Times of Judge Roy Bean,120.0,"Commedia, Dramma, Romantico",6.8,John Huston,"Paul Newman, Ava Gardner, Roy Jenson, Gary Combs",,1442
Ambulance,136.0,"Azione, Crime, Dramma",6.1,Michael Bay,"Jake Gyllenhaal, Yahya Abdul-Mateen II, Eiza González, Garret Dillahunt",,1443
Das Lehrerzimmer,98.0,Dramma,7.5,Ilker Çatak,"Leonie Benesch, Anne-Kathrin Gummich, Rafael Stachowiak, Michael Klammer",VM14,1444
Turning Red,100.0,"Animazione, Avventura, Commedia",7.0,Domee Shi,"Rosalie Chiang, Sandra Oh, Ava Morse, Hyein Park",,1445
Plane,107.0,"Azione, Avventura, Thriller",6.5,Jean-François Richet,"Gerard Butler, Mike Colter, Tony Goldwyn, Yoson An",,1446
Upgrade,100.0,"Azione, Fantascienza, Thriller",7.5,Leigh Whannell,"Logan Marshall-Green, Melanie Vallejo, Steve Danielsen, Abby Craden",,1447
Così fan tutte,97.0,"Commedia, Dramma",5.2,Tinto Brass,"Claudia Koll, Paolo Lanza, Franco Branciaroli, Isabella Deiana",,1448
Hummingbird,100.0,"Azione, Crime, Dramma",6.2,Steven Knight,"Jason Statham, Agata Buzek, Vicky McClure, Benedict Wong",,1449
Operation Mincemeat,128.0,"Dramma, Guerra",6.6,John Madden,"Colin Firth, Matthew Macfadyen, Kelly Macdonald, Rufus Wright",,1450
Bad Times at the El Royale,141.0,"Crime, Dramma, Mistero",7.1,Drew Goddard,"Jeff Bridges, Cynthia Erivo, Dakota Johnson, Jon Hamm",,1451
The Twilight Saga: Eclipse,124.0,"Azione, Avventura, Dramma",5.1,David Slade,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Xavier Samuel",,1452
Raya and the Last Dragon,107.0,"Animazione, Azione, Avventura",7.3,Don Hall,"Carlos López Estrada, Paul Briggs, John Ripa, Kelly Marie Tran, Awkwafina, Gemma Chan, Izaac Wang",,1453
Escape from New York,99.0,"Azione, Avventura, Fantascienza",7.1,John Carpenter,"Kurt Russell, Lee Van Cleef, Ernest Borgnine, Donald Pleasence",,1454
Ghost Rider,110.0,"Azione, Fantasy, Thriller",5.3,Mark Steven Johnson,"Nicolas Cage, Eva Mendes, Sam Elliott, Matt Long",,1455
Nineteen Eighty-Four,113.0,"Dramma, Fantascienza",7.1,Michael Radford,"John Hurt, Richard Burton, Suzanna Hamilton, Cyril Cusack",,1456
Toy Story 2,92.0,"Animazione, Avventura, Commedia",7.9,John Lasseter,"Ash Brannon, Lee Unkrich, Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer",,1457
Queenpins,110.0,"Commedia, Crime",6.4,Aron Gaudet,"Gita Pullapilly, Kristen Bell, Kirby, Paul Walter Hauser, Bebe Rexha",VM18,1458
We Were Soldiers,138.0,"Azione, Dramma, Storico",7.2,Randall Wallace,"Mel Gibson, Madeleine Stowe, Greg Kinnear, Sam Elliott",,1459
The Gambler,111.0,"Crime, Dramma, Thriller",6.0,Rupert Wyatt,"Mark Wahlberg, Jessica Lange, John Goodman, Brie Larson",VM18,1460
Hulk,138.0,"Azione, Fantascienza",5.6,Ang Lee,"Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas",,1461
An American Werewolf in London,97.0,"Commedia, Horror",7.5,John Landis,"David Naughton, Jenny Agutter, Joe Belcher, Griffin Dunne",,1462
Bound,109.0,"Crime, Thriller",7.3,Lana Wachowski,"Lilly Wachowski, Jennifer Tilly, Gina Gershon, Joe Pantoliano, John P. Ryan",,1463
Nacho Libre,92.0,"Commedia, Per famiglie, Sport",5.9,Jared Hess,"Jack Black, Ana de la Reguera, Héctor Jiménez, Darius Rose",T,1464
Madagascar: Escape 2 Africa,89.0,"Animazione, Avventura, Commedia",6.6,Eric Darnell,"Tom McGrath, Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith",,1465
Terminator 3: Rise of the Machines,109.0,"Azione, Fantascienza",6.3,Jonathan Mostow,"Arnold Schwarzenegger, Nick Stahl, Kristanna Loken, Claire Danes",,1466
Sex and the City 2,146.0,"Commedia, Dramma, Romantico",4.5,Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon",,1467
The Little Mermaid,83.0,"Animazione, Avventura, Per famiglie",7.6,Ron Clements,"John Musker, Jodi Benson, Samuel E. Wright, Rene Auberjonois, Christopher Daniel Barnes",,1468
The Burial,126.0,Dramma,7.0,Maggie Betts,"Jamie Foxx, Tommy Lee Jones, Jurnee Smollett, Alan Ruck",VM18,1469
This Is Me... Now: A Love Story,65.0,"Musica, Musical",4.3,Dave Meyers,"Jennifer Lopez, Fat Joe, Jane Fonda, Ben Affleck",VM14,1470
Saint Maud,84.0,"Dramma, Horror, Mistero",6.7,Rose Glass,"Morfydd Clark, Caoilfhionn Dunne, Jennifer Ehle, Marcus Hutton",,1471
The Matrix Revolutions,129.0,"Azione, Fantascienza",6.7,Lana Wachowski,"Lilly Wachowski, Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving",,1472
Watcher,96.0,"Dramma, Thriller",6.3,Chloe Okuno,"Maika Monroe, Karl Glusman, Burn Gorman, Tudor Petrut",VM18,1473
"The French Dispatch of the Liberty, Kansas Evening Sun",107.0,"Commedia, Dramma, Romantico",7.1,Wes Anderson,"Benicio Del Toro, Adrien Brody, Tilda Swinton, Léa Seydoux",,1474
The Mauritanian,129.0,"Biografia, Crime, Dramma",7.5,Kevin Macdonald,"Tahar Rahim, Nouhe Hamady Bari, Saadna Hamoud, Mohamed Yeslem Mousse",,1475
Witness,112.0,"Dramma, Romantico, Thriller",7.4,Peter Weir,"Harrison Ford, Kelly McGillis, Lukas Haas, Josef Sommer",,1476
Despicable Me 3,89.0,"Animazione, Avventura, Commedia",6.2,Kyle Balda,"Pierre Coffin, Eric Guillon, Steve Carell, Kristen Wiig, Trey Parker, Miranda Cosgrove",,1477
Barbarella,98.0,"Avventura, Commedia, Fantasy",5.9,Roger Vadim,"Jane Fonda, John Phillip Law, Anita Pallenberg, Milo O'Shea",,1478
The Color Purple,154.0,Dramma,7.7,Steven Spielberg,"Danny Glover, Whoopi Goldberg, Oprah Winfrey, Margaret Avery",,1479
Lord of War,122.0,"Crime, Dramma",7.6,Andrew Niccol,"Nicolas Cage, Ethan Hawke, Jared Leto, Bridget Moynahan",,1480
The Royal Hotel,91.0,Thriller,5.8,Kitty Green,"Julia Garner, Jessica Henwick, Herbert Nordrum, Dylan River",VM18,1481
Beautiful Disaster,96.0,"Commedia, Dramma, Romantico",5.3,Roger Kumble,"Dylan Sprouse, Virginia Gardner, Austin North, Samuel Larsen",VM18,1482
Transformers: Age of Extinction,165.0,"Azione, Avventura, Fantascienza",5.6,Michael Bay,"Mark Wahlberg, Nicola Peltz Beckham, Jack Reynor, Stanley Tucci",,1483
Charlie's Angels,98.0,"Azione, Avventura, Commedia",5.6,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray",,1484
Monsters University,104.0,"Animazione, Avventura, Commedia",7.2,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren",,1485
Smurfs: The Lost Village,90.0,"Animazione, Avventura, Commedia",6.0,Kelly Asbury,"Demi Lovato, Rainn Wilson, Joe Manganiello, Jack McBrayer",,1486
Fallen,124.0,"Azione, Crime, Dramma",7.0,Gregory Hoblit,"Denzel Washington, John Goodman, Donald Sutherland, Embeth Davidtz",,1487
American Pie 2,108.0,Commedia,6.4,J.B. Rogers,"Jason Biggs, Seann William Scott, Shannon Elizabeth, Alyson Hannigan",,1488
Incredibles 2,118.0,"Animazione, Azione, Avventura",7.5,Brad Bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner",,1489
The Bounty,132.0,"Avventura, Dramma, Storico",7.0,Roger Donaldson,"Mel Gibson, Anthony Hopkins, Laurence Olivier, Edward Fox",,1490
Portrait de la jeune fille en feu,122.0,"Dramma, Romantico",8.1,Céline Sciamma,"Noémie Merlant, Adèle Haenel, Luàna Bajrami, Valeria Golino",,1491
Dual,94.0,"Commedia, Dramma, Fantascienza",5.8,Riley Stearns,"Karen Gillan, Aaron Paul, Beulah Koale, Theo James",VM18,1492
Daredevil,103.0,"Azione, Crime",5.3,Mark Steven Johnson,"Ben Affleck, Jennifer Garner, Colin Farrell, Michael Clarke Duncan",,1493
Ben-Hur,212.0,"Avventura, Dramma",8.1,William Wyler,"Charlton Heston, Jack Hawkins, Stephen Boyd, Haya Harareet",,1494
Enola Holmes,123.0,"Azione, Avventura, Crime",6.6,Harry Bradbeer,"Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter",,1495
Nuovo Cinema Paradiso,174.0,"Dramma, Romantico",8.5,Giuseppe Tornatore,"Philippe Noiret, Enzo Cannavale, Antonella Attili, Isa Danieli",,1496
Everest,121.0,"Azione, Avventura, Biografia",7.1,Baltasar Kormákur,"Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Martin Henderson",,1497
Set It Up,105.0,"Commedia, Romantico",6.5,Claire Scanlon,"Zoey Deutch, Glen Powell, Lucy Liu, Taye Diggs",,1498
Overboard,112.0,"Commedia, Romantico",6.9,Garry Marshall,"Goldie Hawn, Kurt Russell, Edward Herrmann, Katherine Helmond",,1499
The Visit,94.0,"Horror, Mistero, Thriller",6.3,M. Night Shyamalan,"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie",,1500
Beautiful Wedding,100.0,"Commedia, Romantico",4.0,Roger Kumble,"Virginia Gardner, Dylan Sprouse, Libe Barer, Alex Aiono",VM18,1501
Secretariat,123.0,"Biografia, Dramma, Per famiglie",7.2,Randall Wallace,"Diane Lane, John Malkovich, Margo Martindale, Nelsan Ellis",T,1502
Taken 3,108.0,"Azione, Avventura, Crime",6.0,Olivier Megaton,"Liam Neeson, Forest Whitaker, Maggie Grace, Famke Janssen",,1503
Clash of the Titans,106.0,"Azione, Avventura, Fantasy",5.8,Louis Leterrier,"Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng",,1504
Austin Powers: International Man of Mystery,94.0,"Avventura, Commedia",7.0,Jay Roach,"Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers",,1505
The Bourne Supremacy,108.0,"Azione, Mistero, Thriller",7.7,Paul Greengrass,"Matt Damon, Franka Potente, Joan Allen, Brian Cox",,1506
Birth,100.0,"Dramma, Fantasy, Mistero",6.3,Jonathan Glazer,"Nicole Kidman, Cameron Bright, Lauren Bacall, Danny Huston",VM18,1507
The Green Inferno,100.0,"Avventura, Horror",5.3,Eli Roth,"Lorenza Izzo, Ariel Levy, Aaron Burns, Kirby Bliss Blanton",,1508
Sweeney Todd: The Demon Barber of Fleet Street,116.0,"Dramma, Horror, Musical",7.3,Tim Burton,"Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall",,1509
Extraction,116.0,"Azione, Thriller",6.8,Sam Hargrave,"Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal",,1510
Capharnaüm,126.0,Dramma,8.4,Nadine Labaki,"Zain Al Rafeea, Yordanos Shiferaw, Boluwatife Treasure Bankole, Kawsar Al Haddad",,1511
Friday,91.0,"Commedia, Dramma",7.2,F. Gary Gray,"Ice Cube, Chris Tucker, Nia Long, Tom Lister Jr.",VM18,1512
The Aviator,170.0,"Biografia, Dramma",7.5,Martin Scorsese,"Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, John C. Reilly",,1513
The Jungle Book,106.0,"Animazione, Azione, Avventura",7.4,Jon Favreau,"Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba",,1514
"As Above, So Below",93.0,"Horror, Mistero, Thriller",6.2,John Erick Dowdle,"Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil",,1515
Toy Story 4,100.0,"Animazione, Avventura, Commedia",7.7,Josh Cooley,"Tom Hanks, Tim Allen, Annie Potts, Tony Hale",,1516
Fantastic Beasts and Where to Find Them,132.0,"Avventura, Per famiglie, Fantasy",7.2,David Yates,"Eddie Redmayne, Katherine Waterston, Alison Sudol, Dan Fogler",,1517
A Walk to Remember,101.0,"Dramma, Romantico",7.3,Adam Shankman,"Mandy Moore, Shane West, Peter Coyote, Daryl Hannah",,1518
Forbidden Planet,98.0,"Avventura, Fantascienza",7.5,Fred M. Wilcox,"Walter Pidgeon, Anne Francis, Leslie Nielsen, Warren Stevens",,1519
The Fault in Our Stars,126.0,"Dramma, Romantico",7.7,Josh Boone,"Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern",,1520
Father of the Bride,105.0,"Commedia, Per famiglie, Romantico",6.6,Charles Shyer,"Steve Martin, Diane Keaton, Martin Short, Kimberly Williams-Paisley",,1521
Role Play,100.0,"Azione, Commedia, Romantico",5.5,Thomas Vincent,"Kaley Cuoco, David Oyelowo, Bill Nighy, Connie Nielsen",VM18,1522
The Machinist,101.0,"Dramma, Thriller",7.6,Brad Anderson,"Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian",VM18,1523
Moonstruck,102.0,"Commedia, Dramma, Romantico",7.2,Norman Jewison,"Cher, Nicolas Cage, Olympia Dukakis, Danny Aiello",,1524
Fa yeung nin wah,98.0,"Dramma, Romantico",8.1,Kar-Wai Wong,"Tony Leung Chiu-wai, Maggie Cheung, Siu Ping-Lam, Tung Cho 'Joe' Cheung",,1525
Trolls,92.0,"Animazione, Avventura, Commedia",6.4,Mike Mitchell,"Walt Dohrn, Anna Kendrick, Justin Timberlake, Zooey Deschanel, Christopher Mintz-Plasse",,1526
Silence,161.0,"Dramma, Storico",7.2,Martin Scorsese,"Andrew Garfield, Adam Driver, Liam Neeson, Tadanobu Asano",,1527
Brave,93.0,"Animazione, Avventura, Commedia",7.1,Mark Andrews,"Brenda Chapman, Steve Purcell, Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters",,1528
Beverly Hills Cop II,100.0,"Azione, Commedia, Crime",6.5,Tony Scott,"Eddie Murphy, Judge Reinhold, Jürgen Prochnow, Ronny Cox",,1529
Minari,115.0,Dramma,7.4,Lee Isaac Chung,"Steven Yeun, Han Yeri, Alan Kim, Noel Cho",,1530
Wrong Turn,109.0,"Horror, Thriller",5.6,Mike P. Nelson,"Charlotte Vega, Adain Bradley, Bill Sage, Emma Dumont",,1531
Luca,95.0,"Animazione, Avventura, Commedia",7.4,Enrico Casarosa,"Jacob Tremblay, Jack Dylan Grazer, Emma Berman, Saverio Raimondo",T,1532
Fatal Attraction,119.0,"Dramma, Thriller",6.9,Adrian Lyne,"Michael Douglas, Glenn Close, Anne Archer, Ellen Latzen",,1533
Romy and Michele's High School Reunion,92.0,Commedia,6.3,David Mirkin,"Mira Sorvino, Lisa Kudrow, Janeane Garofalo, Alan Cumming",VM18,1534
Climax,97.0,"Dramma, Horror, Musica",6.9,Gaspar Noé,"Sofia Boutella, Romain Guillermic, Souheila Yacoub, Kiddy Smile",,1535
American Made,114.0,"Azione, Commedia, Crime",7.1,Doug Liman,"Tom Cruise, Domhnall Gleeson, Sarah Wright, Jesse Plemons",,1536
Movie 43,94.0,Commedia,4.3,Elizabeth Banks,"Steven Brill, Steve Carr, Rusty Cundieff, James Duffy, Griffin Dunne, Peter Farrelly, Patrik Forsberg, Will Graham, James Gunn, Brett Ratner, Jonathan van Tulleken, Bob Odenkirk, Emma Stone, Stephen Merchant, Richard Gere, Liev Schreiber",,1537
Waiting...,94.0,Commedia,6.7,Rob McKittrick,"Ryan Reynolds, Anna Faris, John Francis Daley, Justin Long",VM18,1538
Chlopi,114.0,"Animazione, Dramma, Storico",7.7,DK Welchman,"Hugh Welchman, Kamila Urzedowska, Robert Gulaczyk, Miroslaw Baka, Sonia Mietielica",VM18,1539
Pleasure,109.0,Dramma,6.4,Ninja Thyberg,"Sofia Kappel, Zelda Morrison, Evelyn Claire, Chris Cock",,1540
The Omen,111.0,"Horror, Mistero",7.5,Richard Donner,"Gregory Peck, Lee Remick, Harvey Stephens, David Warner",,1541
Dogma,130.0,"Avventura, Commedia, Dramma",7.3,Kevin Smith,"Ben Affleck, Matt Damon, Linda Fiorentino, Bud Cort",VM18,1542
The Chronicles of Riddick,119.0,"Azione, Avventura, Fantascienza",6.6,David Twohy,"Vin Diesel, Judi Dench, Colm Feore, Thandiwe Newton",,1543
National Treasure,131.0,"Azione, Avventura, Mistero",6.9,Jon Turteltaub,"Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean",,1544
The Prince of Egypt,99.0,"Animazione, Avventura, Dramma",7.2,Brenda Chapman,"Steve Hickner, Simon Wells, Val Kilmer, Ralph Fiennes, Michelle Pfeiffer, Sandra Bullock",,1545
Despicable Me 2,98.0,"Animazione, Avventura, Commedia",7.3,Pierre Coffin,"Chris Renaud, Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove",,1546
Flashdance,95.0,"Dramma, Musica, Romantico",6.2,Adrian Lyne,"Jennifer Beals, Michael Nouri, Lilia Skala, Sunny Johnson",,1547
Double Jeopardy,105.0,"Crime, Dramma, Mistero",6.5,Bruce Beresford,"Ashley Judd, Tommy Lee Jones, Bruce Greenwood, Benjamin Weir",,1548
The Waterboy,90.0,"Commedia, Sport",6.1,Frank Coraci,"Adam Sandler, Kathy Bates, Henry Winkler, Fairuza Balk",,1549
